issn_impreso,issn_linea,nombre_revista,anio_vigencia,categoria
1657-4206,,Ecos De Economía,2020,C
0120-0534,,Revista Latinoamericana De Psicología,2017,A2
1900-2386,,Psychologia. Avances De La Disciplina,2019,B
0124-308X,,Revista De La Facultad Ciencias De La Salud Universidad Del Cauca,2009,C
0122-8102,,Cuadernos De Literatura,2018,C
1909-8367,,Entre Ciencia E Ingenieria,2020,C
2011-074X,,Revista S,2012,C
0121-0041,,Revista Colombiana De Medicina Física Y Rehabilitación,2014,C
1794-5887,,Co-Herencia,2018,A2
0124-0579,,Estudios Socio-Jurídicos,2014,A2
1900-4257,,Perspectivas Internacionales,2009,C
0034-7434,2463-0225,Revista Colombiana De Obstetricia Y Ginecología,2021,C
0120-131X,,Cuestiones Teológicas Y Filosóficas,2015,B
2027-923X,,Elementos,2015,C
0122-7483,,Universitas Scientiarum,2019,B
2027-1034,,Bio-Grafia,2015,C
0120-3916,2323-0134,Revista Colombiana De Educación,2022,B
1794-7928,,Spei Domus,2015,C
2011-804X,2462-8441,"(Pensamiento), (Palabra) Y Obra",2021,C
0124-8693,,Tendencias,2019,C
0120-159X,,Revista Colombiana De Sociología,2011,C
2256-1552,,Revista Ib De La Información Básica Estadística,2014,C
1794-8886,,Memorias,2013,A2
0120-2952,,Revista De La Facultad De Medicina Veterinaria Y De Zootecnia,2017,C
0124-7913,,Bitácora Urbano Territorial,2018,C
0120-8160,,Revista Escuela De Administración De Negocios,2020,B
0121-1617,,Historia Crítica,2020,A2
,,Revista Digital De Derecho Administrativo,2016,C
0123-4870,,Folios,2019,B
1794-631X,,Revista De Investigaciones,2015,C
0121-750X,,Ingeniería,2020,B
0120-2456,2256-5647,Anuario Colombiano De Historia Social,2022,A2
0123-3068,,Boletín Científico Del Museo De Historia Natural,2018,A2
0120-5633,2357-3260,Revista Colombiana De Cardiología,2021,C
1794-6670,2215-9959,"Cuadernos De Música, Artes Visuales Y Artes Escénicas",2022,A2
0122-4328,,Nodos Y Nudos,2015,B
0123-8418,,Territorios,2015,B
2011-7582,,Revista Colombiana De Cirugía,2016,A2
1900-2351,,Revista Politecnica,2015,B
1657-107X,,Revista Interamericana De Investigación Educación Y Pedagogía,2020,B
0120-4157,,Biomédica,2019,B
2145-6097,,Revista De Investigacion Agraria Ambiental,2019,C
0124-4639,,Revista Universidad Y Empresa,2014,C
0120-1263,,Escritos,2015,A2
0041-9060,,Vniversitas,2017,C
0120-338X,,Forma Y Función,2019,C
2011-7531,,Salud Uninorte,2019,C
0121-2753,,Itinerario Educativo : Revista De La Facultad De Educación,2015,C
1657-9550,,Biosalud,2016,A2
0121-0793,,Iatreia,2020,C
0121-3474,,Verba Iuris,2019,C
2216-0159,,Praxis & Saber,2020,C
0122-8803,,Historia Caribe,2016,A2
1794-6190,,Earth Sciences Research Journal,2017,B
2145-941X,,Pensamiento & Gestión,2014,A2
1794-9998,2256-3067,Diversitas : Perspectivas En Psicología,2021,B
0122-8102,,Cuadernos De Literatura,2016,B
1909-0455,2323-0703,Producción + Limpia,2021,C
0122-6339,2248-6798,Enunciación,2021,C
0120-0062,2011-3668,Ideas Y Valores,2021,A2
0120-0976,,Revista Interamericana De Bibliotecología,2008,A2
1657-5997,,Aquichan,2006,C
0366-5232,,Caldasia,2011,A1
0124-8170,,Ciencia E Ingeniería Neogranadina,2005,C
0121-4772,,Revista Cuadernos De Economía,2014,A2
0120-4688,,Praxis Filosófica,2009,B
0121-3628,,Estudios De Filosofía,2005,B
0122-9354,,Revista De Medicina Veterinaria,2004,C
1657-9267,,Universitas Psychologica,2006,A1
0012-7353,,Dyna,2008,A1
0123-5583,,Actualizaciones En Enfermería,2007,C
0121-246X,,Revista Facultad De Odontología,2004,C
1692-2522,,Anagramas : Rumbos Y Sentidos De La Comunicación,2005,C
0304-2847,,Revista Facultad Nacional De Agronomía - Medellín,2006,B
0120-5633,,Revista Colombiana De Cardiología,2005,B
0120-0380,,Boletín De Matemáticas,2008,B
1692-8415,,Revista Ciencia  Y Tecnología Para La Salud Visual Y Ocular,2006,C
0120-2952,,Revista De La Facultad De Medicina Veterinaria Y De Zootecnia,2011,A2
0120-159X,,Revista Colombiana De Sociología,2012,C
0123-4412,,Estudios De Literatura Colombiana,2013,B
0123-1154,,Revista Ibero- Latinoamericana De Seguros,2014,B
0124-5996,,Revista De Economía Institucional,2011,A2
0121-7550,,Nomadas,2012,A2
0120-0062,,Ideas Y Valores,2009,A1
0122-1701,,Scientia Et Technica,2011,C
0124-0064,,Revista De Salud Pública,2010,A1
0124-4620,,Revista Colombiana De Filosofía De La Ciencia,2015,B
0120-2804,,Revista Colombiana De Química,2010,A2
1692-7257,,Revista Colombiana De Tecnologías De Avanzada,2005,C
0122-7483,,Universitas Scientiarum,2015,A2
0121-3814,,"Tea Tecné, Episteme Y Didaxis",2007,C
0121-5051,,"Innovar, Revista De Ciencias Administrativas Y Sociales",2010,A1
1692-8156,,International Law : Revista Colombiana De Derecho Internacional,2008,B
0120-3916,,Revista Colombiana De Educación,2010,B
0120-4165,,Controversia,2012,C
0124-8146,,Investigaciones Andina,2014,A2
0123-9155,,Acta Colombiana De Psicología,2008,A1
1692-7273,,Revista Ciencias De La Salud,2011,B
0120-0739,,Colombia Forestal,2005,C
0120-5307,,Investigación Y Educación En Enfermería,2015,A2
0121-2923,,Palmas,2007,C
0120-1867,,Estudios De Derecho,2011,B
0121-4004,,Vitae,2007,A2
1794-5887,,Co-Herencia,2009,B
1794-4449,,Revista Lasallista De Investigación,2013,A2
0121-067X,,Revista De Investigaciones,2010,C
0120-0062,,Ideas Y Valores,2007,A2
0122-7017,,Enterese,2008,C
0120-0453,,Revista Sociedad Colombiana De Oftalmología,2010,C
0124-4108,,Perspectivas En Nutrición Humana,2010,C
0123-4412,,Estudios De Literatura Colombiana,2014,B
1900-8260,,Revista De Educación En Ingeniería,2008,C
0120-4807,,Universitas Humanística,2008,A2
2011-513X,,Revista Ciencia Animal,2012,C
1909-2474,,Revista Luna Azul,2010,B
1657-4702,,Revista Latinoamericana De Bioetica/Latinamerican Journal Of Bioethics,2015,A2
1657-7663,,Avances En Sistema E Informática,2010,C
1657-8031,,El Ágora Usb,2013,A2
0122-8803,,Historia Caribe,2012,B
0124-2059,,Investigación En Enfermería :Imagen Y Desarrollo,2010,C
0122-8706,,Revista Corpoica,2013,B
1909-4841,,Tumbaga,2010,C
0122-6517,,Inge-Cuc,2013,C
0120-5927,,How,2013,B
0120-4211,,Bistua : Revista  De La Facultad De Ciencias Básicas,2009,C
0122-6517,,Inge-Cuc,2010,C
0121-1935,,Revista De Ciencias,2013,B
1692-5777,,"Gist, Education And Learning Research Journal",2014,B
0120-5587,,Lingüística Y Literatura,2012,B
0120-419X,,Revista Integración,2010,C
1794-3108,,Revista Criminalidad,2012,B
1692-1798,,Revista Iteckne,2012,B
0124-7816,,Katharsis,2010,C
2027-2103,,Cuadernos De Vivienda Y Urbanismo,2010,C
0122-8102,,Cuadernos De Literatura,2013,B
,,Affectio Societatis,2012,C
,,Mutatis Mutandis. Revista Latinoamericana De Traducción.,2015,C
0121-0483,,Derecho Penal Y Criminología,2011,B
2027-5137,,Historia Y Memoria,2012,C
0121-8530,,La Palabra,2012,C
2027-1786,,Revista Iberoamericana De Psicología: Ciencia Y Tecnología,2014,C
2216-0973,,Revista Cuidarte,2011,C
1692-8563,,Dimensión Empresarial,2014,B
2145-8987,,"Perífrasis. Revista De Literatura, Teoría Y Crítica",2012,C
0120-095X,,Revista Uis Humanidades,2011,C
1794-161X,,Revista Intropica,2012,C
2145-4892,,Revista De Psicología Universidad De Antioquia,2014,C
0120-095X,,Revista Uis Humanidades,2012,C
1657-4206,,Ecos De Economía,2013,A2
2145-0366,,Aletheia,2012,C
2145-9444,,Zona Proxima,2014,B
1692-0899,,Ingenium,2011,C
0123-8418,,Territorios,2014,B
2027-9035,,Historia 2.0,2014,B
0124-2253,,Revista Científica,2013,C
1692-1798,,Revista Iteckne,2014,B
2011-7191,,Movimiento Científico,2015,C
0034-7450,,Revista Colombiana De Psiquiatría,2017,C
1657-8961,,Pensamiento Psicológico,2017,B
0123-3432,,Íkala,2017,B
0121-4004,,Vitae,2017,B
0122-9761,,Boletín De Investigaciones Marinas Y Costeras,2014,A2
1692-3030,,Juridicas Cuc,2014,C
2215-7360,,Aglala,2018,B
2322-9381,,Trashumante,2018,A2
0123-4226,2619-2551,Revista U.D.C.A. Actualidad & Divulgación Científica,2021,B
2011-2173,2422-3719,Revista Colombiana De Ciencias Hortícolas,2021,B
0120-0542,,Boletín Científico Cioh,2013,B
1692-3324,,Revista Ingenierías Universidad De Medellín,2020,B
2011-7922,,International Journal Of Psychological Research,2017,C
0120-971X,,Ces Odontología,2016,B
2145-9258,,Cultura Educacion Y Sociedad,2016,C
1692-2522,,Anagramas : Rumbos Y Sentidos De La Comunicación,2020,C
1657-3498,,Revista Institucional De La Universidad Tecnológica Del Chocó,2015,C
1794-3159,,Poliantea,2015,C
0121-5612,,Colombia Internacional,2019,A1
1794-5992,2389-783X,Duazary,2021,B
0123-3068,2462-8190,Boletín Científico Del Museo De Historia Natural,2022,A2
0120-8462,,Cuadernos De Filosofía Latinoamericana,2017,C
2215-910X,,Suma De Negocios,2016,C
0124-0021,,Diálogos De Saberes,2007,C
1900-3102,,Ingenieria Solidaria,2017,C
2145-1362,,R.F.S. Revista Facultad De Salud Universidad Surcolombiana,2016,C
2027-4688,,Fronteras De La Historia,2020,C
0120-4327,,Revista Unimar,2015,C
2145-9371,,Ingenieria Y Desarrollo,2016,A2
0123-8418,,Territorios,2022,B
0121-0777,,El Hombre Y La Máquina,2007,C
2027-1786,,Revista Iberoamericana De Psicología: Ciencia Y Tecnología,2020,C
0121-5167,,Estudios Políticos,2019,B
1657-4206,,Ecos De Economía,2016,A2
0120-0143,,Fitopatologia Colombiana,2012,B
1794-5992,,Duazary,2019,C
0123-4641,,Colombian Applied Linguistics Journal,2019,B
0122-9893,2346-2051,Revista Derecho Del Estado,2022,B
2027-3401,,Perspectivas Educativas,2015,C
0124-4035,,Desafíos,2022,B
1692-3901,,Economía Y Desarrollo,2007,C
1900-0642,,Criterio Libre,2015,B
1657-8236,,Gerencia Tecnológica Informática - Gti,2016,B
1794-192X,,Revista Guillermo De Ockman,2012,C
1909-8642,,Ciencia Y Tecnología De Buques /Ship Science And Technology,2013,C
1794-1598,,Inciso,2015,C
1794-631X,,Revista De Investigaciones,2012,C
2215-8987,,Arka Revista De Arquitectura,2013,C
2145-4426,,"Trilogía. Ciencia, Tecnologia Y Sociedad",2018,C
0121-0777,,El Hombre Y La Máquina,2005,C
0120-2510,,Boletín De Antropología,2011,C
0122-9534,,Revista De Medicina Veterinaria,2008,B
1657-8961,,Pensamiento Psicológico,2019,B
0120-4823,,Signo Y Pensamiento,2020,B
1794-192X,,Revista Guillermo De Ockman,2015,C
1794-9920,,Face Revista De La Facultad De Ciencias Economicas U De Pamplona,2014,C
0120-386X,,Revista Facultad Nacional De Salud Publica,2020,B
0121-4500,,Avances De Enfermería,2018,C
2011-2106,,Revista De Economía Del Caribe,2019,C
1657-107X,,Revista Interamericana De Investigación Educación Y Pedagogía,2014,C
0121-3628,,Estudios De Filosofía,2018,C
2027-307X,,Revista Juridica Ideas De Ideas,2016,C
2145-308X,,Panorama,2020,C
0123-3475,,Revista Colombiana De Biotecnología,2017,B
1900-3099,,Pensando Psicologia,2016,C
0121-8417,2357-4720,Revista Historia Y Sociedad,2021,C
1692-5491,,Momentos De Ciencia,2015,C
1692-715X,2027-7679,"Revista Latinoamericana De Ciencias Sociales, Niñez Y Juventud",2022,B
0034-7418,,Revista Colombiana De Ciencias Químico Farmacéuticas,2020,C
0366-5232,,Caldasia,2017,B
0120-5587,,Lingüística Y Literatura,2014,B
1900-4699,,Revista Facultad De Ciencias Básicas,2017,C
1692-1879,,Revista Colombiana De Rehabilitacion,2016,B
0124-308X,,Revista De La Facultad Ciencias De La Salud Universidad Del Cauca,2016,C
0120-1867,,Estudios De Derecho,2014,B
,,Colombia Médica,2017,A2
0121-4470,,Momento,2016,B
1794-4953,,Revista Avancesinvestigacion En Ingenieria,2017,C
,,"Góndola, Enseñanza Y Aprendizaje De Las Ciencias",2016,C
1794-7154,,"Saber, Ciencia Y Libertad",2015,B
0124-4035,,Desafíos,2019,C
0120-4157,2590-7379,Biomédica,2021,B
0122-9893,2346-2051,Revista Derecho Del Estado,2021,B
0120-0488,,Revista Colombiana De Entomología,2006,A2
1657-3498,,Revista Institucional De La Universidad Tecnológica Del Chocó,2005,C
1657-7027,,Revista Gerencia Y Políticas De Salud,2004,C
0034-7418,,Revista Colombiana De Ciencias Químico Farmacéuticas,2007,C
0120-548X,,Acta Biológica Colombiana,2008,A2
0120-0976,,Revista Interamericana De Bibliotecología,2005,C
0121-3261,,Investigación & Desarrollo,2010,A2
0123-921X,,Tecnura,2004,C
0034-7434,,Revista Colombiana De Obstetricia Y Ginecología,2007,A2
0123-3475,,Revista Colombiana De Biotecnología,2015,A2
0122-0268,,Revista Mvz Córdoba,2013,A1
0370-3908,,"Revista De La Academia Colombiana De Ciencias Exactas, Físicas Y Naturales",2005,B
0120-0275,,Revista Del Centro Nacional De Investigaciones De Café - Cenicafé,2005,C
0120-3576,,Coyuntura Económica,2009,C
0121-750X,,Ingeniería,2008,C
0120-9957,,Revista Colombiana De Gastroenterología,2004,C
0120-3649,,Theologica Xaveriana,2011,A2
1657-3498,,Revista Institucional De La Universidad Tecnológica Del Chocó,2010,C
0124-8693,,Tendencias,2012,C
0120-0542,,Boletín Científico Cioh,2008,B
0123-3432,,Íkala,2010,B
0121-0793,,Iatreia,2007,A2
0120-3916,,Revista Colombiana De Educación,2006,B
1692-3375,,Umbral Científico,2005,C
0121-2494,,Pedagogía Y Saberes,2005,C
0121-7550,,Nomadas,2014,A2
0121-5167,,Estudios Políticos,2016,A2
0120-5633,,Revista Colombiana De Cardiología,2010,A2
0123-3432,,Íkala,2012,A2
0124-4035,,Desafíos,2007,C
0120-4203,,Contaduría Universidad De Antioquia,2009,C
0120-8845,,Revista Colombiana De Ortopedia Y Traumatología,2013,C
0121-4004,,Vitae,2009,A2
1657-6357,,Sociedad Y Economía,2009,B
1794-631X,,Revista De Investigaciones,2008,C
0122-7483,,Universitas Scientiarum,2011,A2
0123-4870,,Folios,2007,B
2011-7582,,Revista Colombiana De Cirugía,2014,A2
0121-0807,,Salud Uis,2011,B
1692-5238,,S&T : Sistemas Y Telemática,2005,C
0120-5609,,Ingeniería E Investigación,2010,A1
0120-2510,,Boletín De Antropología,2012,A2
0123-3068,,Boletín Científico Del Museo De Historia Natural,2012,A2
0123-0999,,Pensamiento Y Cultura,2009,C
0120-1867,,Estudios De Derecho,2008,C
0122-5383,,"Ct&F Ciencia, Tecnología Y Futuro",2007,B
0121-4772,,Revista Cuadernos De Economía,2005,B
0124-7492,,Ingenium,2008,C
0041-9095,,Universitas Médica,2012,B
0121-0807,,Salud Uis,2015,A2
1794-9998,,Diversitas : Perspectivas En Psicología,2009,B
0120-0380,,Boletín De Matemáticas,2015,B
1794-4449,,Revista Lasallista De Investigación,2012,A2
0121-067X,,Revista De Investigaciones,2008,C
0122-820X,,Revista Respuestas,2007,C
0120-0453,,Revista Sociedad Colombiana De Oftalmología,2007,C
0123-4412,,Estudios De Literatura Colombiana,2009,C
0123-5583,,Actualizaciones En Enfermería,2013,C
1657-4214,,Perfil De Coyuntura Economica,2008,C
0123-9155,,Acta Colombiana De Psicología,2014,A1
1909-2474,,Revista Luna Azul,2015,A2
0121-117X,,Ensayos De Economía,2010,C
0123-4986,,Trabajo Social,2007,C
1692-1879,,Revista Colombiana De Rehabilitacion,2014,B
0120-0283,,Boletín De Geología,2013,A2
0121-8697,,Revista De Derecho,2009,B
0123-0999,,Pensamiento Y Cultura,2010,C
0120-0380,,Boletín De Matemáticas,2012,B
0122-3461,,Ingeniería & Desarrollo,2010,A2
1692-2530,,Opinión Jurídica,2007,C
0121-5469,,Revista Colombiana De Psicología,2013,A1
0123-2592,,Dialéctica,2010,C
0123-5923,,Estudios Gerenciales,2014,A2
1909-0455,,Producción + Limpia,2008,C
1692-9918,,Ingenieria De Recursos Naturales Y Del Ambiente,2013,C
1900-2351,,Revista Politecnica,2009,C
2027-1174,,Magis - Revista Internacional De Investigación En Educación,2011,B
1909-1621,,Revista Colombiana De Enfermeria,2015,C
1692-5238,,S&T : Sistemas Y Telemática,2012,C
1692-6226,,Temas,2012,C
1692-5114,,Revista M,2011,C
1794-6298,,Vox Populi- Revista De La Escuela De Finanzas Y Estudios Internacionales De La Fundación Universitaria San Martín (Sede Bogotá),2013,C
0120-4319,,Universitas Odontologica,2014,B
2011-3757,,Calle14,2009,C
0121-117X,,Ensayos De Economía,2013,C
0120-3916,,Revista Colombiana De Educación,2014,A2
0120-419X,,Revista Integración,2011,A2
0123-9465,,Ambiente Jurídico,2012,C
0123-4412,,Estudios De Literatura Colombiana,2012,C
0124-7255,,Dixi,2008,C
2145-7735,,Revista Colombiana De Investigacion En Odontologia,2013,C
1657-2815,,Libre Empresa,2013,C
0122-820X,,Revista Respuestas,2011,C
1900-6586,,"Revista Científica ""General José María Córdova""",2012,B
0122-9893,,Revista Derecho Del Estado,2012,B
0120-7555,,Turismo Y Sociedad,2011,C
0120-5927,,How,2017,C
2011-0731,,Academia Y Virtualidad,2015,C
1909-3667,,Tecciencia,2013,B
0124-793X,,Revista De Investigaciones Unad,2013,C
0120-4211,,Bistua : Revista  De La Facultad De Ciencias Básicas,2013,C
0122-820X,,Revista Respuestas,2012,C
1692-2530,,Opinión Jurídica,2012,A2
2145-3381,,Criterio Juridico Garantista,2013,C
1794-9815,,Códices,2011,C
1909-2814,,Revista Q,2012,C
0124-6542,,Modulo Arquitectura- Cuc,2014,C
2011-074X,,Revista S,2011,C
0124-7441,,Justicia,2013,B
1657-2831,,Revista Colombiana De Computación,2012,C
2027-2448,,Revista Pensamiento Americano,2014,C
1657-4915,,Praxis,2014,C
0122-6339,,Enunciación,2017,C
0123-885X,,Revista De Estudios Sociales,2017,B
2248-6046,,Finanzas Y Política Económica,2017,B
,,"Góndola, Enseñanza Y Aprendizaje De Las Ciencias",2014,C
0124-7905,,Entornos,2013,C
2256-151X,,Espiral,2014,C
2011-9771,,Albertus Magnus,2014,C
1657-4702,,Revista Latinoamericana De Bioetica/Latinamerican Journal Of Bioethics,2018,B
2216-0159,,Praxis & Saber,2018,C
0123-3475,,Revista Colombiana De Biotecnología,2018,B
2011-3080,,Revista Ces Psicología,2018,B
1692-5858,,Encuentros,2018,C
1909-2474,,Revista Luna Azul,2018,C
0123-3475,1909-8758,Revista Colombiana De Biotecnología,2021,B
1900-5407,2011-4273,Antípoda : Revista De Antropología Y Arqueología,2022,A2
0122-4409,,Papel Político,2014,A2
,2665-5837,Conocimiento Global,2021,B
0120-5927,,How,2019,C
0122-1213,,Prospectiva,2016,B
1657-3978,,Criterio Jurídico,2012,C
0122-8803,2322-6889,Historia Caribe,2022,B
1657-4672,,Plumilla Educativa,2015,C
1794-1237,,Revista Eia,2019,B
0124-4108,,Perspectivas En Nutrición Humana,2014,A2
2248-7441,,Revista Antioqueña De Las Ciencias Computacionales Y La Ingeniería De Software (Raccis),2015,C
2215-7840,,Revista Ciencias Biomédicas,2015,C
0120-3649,2011-219X,Theologica Xaveriana,2022,C
1657-463X,,Cultura Científica,2011,C
1900-0642,,Criterio Libre,2014,B
1909-9851,,Puente Revista Científica,2013,C
2216-0973,,Revista Cuidarte,2016,B
0121-182X,,Prolegomenos : Derechos Y Valores,2019,C
2215-9185,,Ces Odontología,2019,B
2145-9258,,Cultura Educacion Y Sociedad,2015,C
0122-7483,,Universitas Scientiarum,2020,B
2248-5759,,Revista Salud Bosque,2015,C
1657-8031,,El Ágora Usb,2020,B
1909-4450,2256-5027,Revista Republicana,2021,B
1657-6527,,"Fuentes, El Reventón Energético",2014,B
1692-5858,,Encuentros,2020,B
0121-2095,,Revista Colombiana De Radiología,2016,C
1900-5016,2248-6011,Cuadernos Latinoamericanos De Administración,2021,C
0124-4361,,Memorias,2008,C
1900-4699,2500-5316,Revista Facultad De Ciencias Básicas,2021,C
0122-820X,2422-5053,Revista Respuestas,2021,C
0370-3908,,"Revista De La Academia Colombiana De Ciencias Exactas, Físicas Y Naturales",2019,B
2011-4532,,Eleuthera,2016,C
0123-7756,,Revista Historia De La Educacion Colombiana,2013,C
0120-2448,,Acta Médica Colombiana,2012,A2
0124-2121,2665-2420,Educacion Y Humanismo,2022,B
2215-8944,,Academia & Derecho,2019,C
0122-8285,,Palabra Clave,2019,A2
1794-631X,,Revista De Investigaciones,2013,C
0121-7372,2462-991X,Repertorio De Medicina Y Cirugía,2022,C
2011-4532,,Eleuthera,2020,C
1794-5992,,Duazary,2016,C
0122-1701,2344-7214,Scientia Et Technica,2021,B
2216-0647,,Traza,2014,C
1657-0308,,Revista De Arquitectura,2017,B
0120-4173,,Revista De La Asociación Colombiana De Ciencias Biológicas,2009,C
1856-9536,,"Anuario Electrónico De Estudios En Comunicación Social ""Disertarciones""",2019,C
1909-5759,,Revista Via Iuris,2020,C
0123-5362,,Revista De Economía Del Rosario,2022,C
2145-549X,,Revista Logos Ciencia 6& Tecnologia,2015,B
1900-3102,,Ingenieria Solidaria,2011,C
2027-8918,,Revista Biodiversidad Tropical,2015,C
0120-100X,,Ion,2020,C
1794-7200,,Criterio Libre Jurídico,2019,C
2027-9035,,Historia 2.0,2016,B
0124-177X,2357-5905,Gestión Y Ambiente,2022,C
,2344-8652,Investigación e Innovación en Ingenierías,2021,B
1692-7311,,Equidad & Desarrollo,2020,C
1794-8886,,Memorias,2015,A2
2011-0731,,Academia Y Virtualidad,2016,C
1900-4699,,Revista Facultad De Ciencias Básicas,2020,C
1900-0448,,Iusta,2012,C
0034-7450,,Revista Colombiana De Psiquiatría,2007,A1
2027-7822,,Acta Odontologica Colombiana,2016,C
0124-3691,,Revista Gastrohnup,2014,C
1900-3099,,Pensando Psicologia,2017,C
2027-1174,,Magis - Revista Internacional De Investigación En Educación,2016,B
